study,study_id,cohort,group,measure,units,n,timepoint,timepoint_mean,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_mean,inj_sd,inj_med,inj_iqr,inj_range,noninj_mean,noninj_sd,noninj_med,noninj_iqr,noninj_range,lsi_mean,lsi_sd,lsi_med,lsi_iqr,lsi_range,notes
Dempsey 2019,#1708,Dempsey 2019,Hamstring Graft,quad mvic 90,nm/kg,28,1,6.3,NA,NA,NA,1.3,1,2.5,0.8,NA,NA,NA,2.9,0.9,NA,NA,NA,88.7,22,NA,NA,NA,NA
Dempsey 2019,#1708,Dempsey 2019,Hamstring Graft,quad isk con 90,nm/kg,28,1,6.3,NA,NA,NA,1.3,1,1.7,0.5,NA,NA,NA,1.7,0.8,NA,NA,NA,78.7,15.2,NA,NA,NA,NA
Dempsey 2019,#1708,Dempsey 2019,Hamstring Graft,single hop,cm/cm,28,1,6.3,NA,NA,NA,1.3,1,1.1,0.4,NA,NA,NA,1.3,0.4,NA,NA,NA,87.6,13.5,NA,NA,NA,NA
Dempsey 2019,#1708,Dempsey 2019,Patellar graft,quad mvic 90,nm/kg,32,1,6.3,NA,NA,NA,1.3,1,2,0.6,NA,NA,NA,3.3,0.8,NA,NA,NA,60.1,17.3,NA,NA,NA,NA
Dempsey 2019,#1708,Dempsey 2019,Patellar graft,quad isk con 90,nm/kg,32,1,6.3,NA,NA,NA,1.3,1,1.6,0.5,NA,NA,NA,2,0.7,NA,NA,NA,65.3,15.5,NA,NA,NA,NA
Dempsey 2019,#1708,Dempsey 2019,Patellar graft,single hop,cm/cm,32,1,6.3,NA,NA,NA,1.3,1,1.2,0.4,NA,NA,NA,1.4,0.3,NA,NA,NA,87.1,13.1,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,sebt anterior,% leg length,33,1,36.62,NA,NA,NA,68.26,1,89.8,7.87,NA,NA,NA,90.97,7.18,NA,NA,NA,98.06,9.37,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,sebt posteromedial,% leg length,33,1,36.62,NA,NA,NA,68.26,1,91.72,12.96,NA,NA,NA,91.48,11.51,NA,NA,NA,100.22,8.08,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,sebt posterolateral,% leg length,33,1,36.62,NA,NA,NA,68.26,1,84.72,15.92,NA,NA,NA,86.42,14.23,NA,NA,NA,98.06,9.37,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,sebt composite,% leg length,33,1,36.62,NA,NA,NA,68.26,1,266.32,30.94,NA,NA,NA,268.91,26.94,NA,NA,NA,99.1,7.33,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,single hop,cm,33,1,36.62,NA,NA,NA,68.26,1,107.55,54.01,NA,NA,NA,132.65,44.45,NA,NA,NA,76.27,29.18,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,quad isk con 90,nm,33,1,36.62,NA,NA,NA,68.26,1,172.1,56.5,NA,NA,NA,197.5,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,quad isk ecc 90,nm,33,1,36.62,NA,NA,NA,68.26,1,230.3,68,NA,NA,NA,246.5,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,hs isk con 90,nm,33,1,36.62,NA,NA,NA,68.26,1,92.5,34.4,NA,NA,NA,104.8,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,ACLD,hs isk ecc 90,nm,33,1,36.62,NA,NA,NA,68.26,1,124.2,37.6,NA,NA,NA,147.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,Healthy Control,sebt anterior,% leg length,33,1,36.62,NA,NA,NA,68.26,1,93.38,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,Healthy Control,sebt posteromedial,% leg length,33,1,36.62,NA,NA,NA,68.26,1,98.6,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,Healthy Control,sebt posterolateral,% leg length,33,1,36.62,NA,NA,NA,68.26,1,92.75,8.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,Healthy Control,sebt composite,% leg length,33,1,36.62,NA,NA,NA,68.26,1,284.98,20.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dobija 2019,#1654,Dobija 2019,Healthy Control,single hop,cm,33,1,36.62,NA,NA,NA,68.26,1,147.62,34.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,single hop,cm,50,1,12,NA,NA,NA,NA,2,165,42,NA,NA,NA,178,31,NA,NA,NA,92,11.9,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,single hop,cm,50,2,24,NA,NA,NA,NA,2,172,39,NA,NA,NA,179,31,NA,NA,NA,95.6,9.3,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,6m timed hop,secs,50,1,12,NA,NA,NA,NA,2,2.45,0.84,NA,NA,NA,2.17,0.46,NA,NA,NA,91.7,11.6,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,6m timed hop,secs,50,2,24,NA,NA,NA,NA,2,2.29,0.97,NA,NA,NA,2.11,0.47,NA,NA,NA,96.2,11.5,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,triple hop,cm,50,1,12,NA,NA,NA,NA,2,465,126,NA,NA,NA,507,101,NA,NA,NA,90.9,11.8,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,triple hop,cm,50,2,24,NA,NA,NA,NA,2,497,121,NA,NA,NA,516,102,NA,NA,NA,95.5,9.1,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,triple crossover hop,cm,50,1,12,NA,NA,NA,NA,2,420,129,NA,NA,NA,457,111,NA,NA,NA,90.7,12.1,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,triple crossover hop,cm,50,2,24,NA,NA,NA,NA,2,456,125,NA,NA,NA,468,109,NA,NA,NA,96.7,9.9,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,quad isk con 90,nm,50,1,12,NA,NA,NA,NA,2,168.8,74.8,NA,NA,NA,196.1,72.6,NA,NA,NA,84.7,15.8,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,quad isk con 90,nm,50,2,24,NA,NA,NA,NA,2,185.6,74.9,NA,NA,NA,200.3,75.6,NA,NA,NA,92.4,10.8,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,hs isk con 90,nm,50,1,12,NA,NA,NA,NA,2,103,37.7,NA,NA,NA,111.3,34.8,NA,NA,NA,93,14.7,NA,NA,NA,NA
Ebert 2019,#1369,Ebert 2019,Group 1,hs isk con 90,nm,50,2,24,NA,NA,NA,NA,2,110.7,36,NA,NA,NA,115.2,35.7,NA,NA,NA,96.8,15.4,NA,NA,NA,NA
Huber 2019,#209,Huber 2019,PTG,quad isk con 120,nm/kg,63,1,0.1,NA,NA,NA,NA,3,1.78,0.55,NA,NA,NA,NA,NA,NA,NA,NA,85.89,22.04,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,PTG,quad isk con 120,nm/kg,226,2,5,NA,NA,NA,NA,3,1.42,0.41,NA,NA,NA,NA,NA,NA,NA,NA,67.31,27.84,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,PTG,quad isk con 120,nm/kg,89,3,9,NA,NA,NA,NA,3,1.89,0.44,NA,NA,NA,NA,NA,NA,NA,NA,81.21,23.77,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,PTG,hs isk con 120,nm/kg,63,1,0.1,NA,NA,NA,NA,3,1.08,0.31,NA,NA,NA,NA,NA,NA,NA,NA,95.92,17.33,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,PTG,hs isk con 120,nm/kg,226,2,5,NA,NA,NA,NA,3,1.11,0.34,NA,NA,NA,NA,NA,NA,NA,NA,94.63,18.71,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,PTG,hs isk con 120,nm/kg,89,3,9,NA,NA,NA,NA,3,1.21,0.28,NA,NA,NA,NA,NA,NA,NA,NA,94.21,15.86,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,HTG,quad isk con 120,nm/kg,77,1,0.1,NA,NA,NA,NA,3,1.79,0.51,NA,NA,NA,NA,NA,NA,NA,NA,85.06,18.05,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,HTG,quad isk con 120,nm/kg,238,2,5,NA,NA,NA,NA,3,1.57,0.54,NA,NA,NA,NA,NA,NA,NA,NA,74.45,24.6,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,HTG,quad isk con 120,nm/kg,126,3,9,NA,NA,NA,NA,3,1.79,0.69,NA,NA,NA,NA,NA,NA,NA,NA,83.93,22.51,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,HTG,hs isk con 120,nm/kg,77,1,0.1,NA,NA,NA,NA,3,1.1,0.36,NA,NA,NA,NA,NA,NA,NA,NA,93.73,17.05,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,HTG,hs isk con 120,nm/kg,238,2,5,NA,NA,NA,NA,3,1.01,0.33,NA,NA,NA,NA,NA,NA,NA,NA,86.53,19.87,NA,NA,NA,"Extracted graphically, SE converted to SD"
Huber 2019,#209,Huber 2019,HTG,hs isk con 120,nm/kg,126,3,9,NA,NA,NA,NA,3,1.15,0.33,NA,NA,NA,NA,NA,NA,NA,NA,89.93,17.16,NA,NA,NA,"Extracted graphically, SE converted to SD"
Hughes 2019a,#194,Hughes 2019a,QT 5-8,quad mvic 60,lsi,39,1,6.12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5,17.4,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,QT 5-8,hs mvic 60,lsi,39,1,6.12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,17.4,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,BPTB 5-8,quad mvic 60,lsi,15,1,6.25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8,14.6,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,BPTB 5-8,hs mvic 60,lsi,15,1,6.25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,17.5,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,HS 5-8,quad mvic 60,lsi,19,1,5.82,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,18.6,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,HS 5-8,hs mvic 60,lsi,19,1,5.82,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,14.6,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,QT 9-15,quad mvic 60,lsi,29,2,10.52,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3,20.7,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,QT 9-15,hs mvic 60,lsi,29,2,10.52,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8,20.1,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,BPTB 9-15,quad mvic 60,lsi,10,2,10.55,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,13.8,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,BPTB 9-15,hs mvic 60,lsi,10,2,10.55,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,17.6,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,HS 9-15,quad mvic 60,lsi,13,2,9.88,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9,17.5,NA,NA,NA,NA
Hughes 2019a,#194,Hughes 2019a,HS 9-15,hs mvic 60,lsi,13,2,9.88,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2,23.1,NA,NA,NA,NA
Keays 2019,#6667,Keays 2019,ACLD,quad isk con 60,ft lb,52,1,144,NA,NA,NA,NA,1,99,40,NA,NA,NA,107,39,NA,NA,NA,92.5,NA,NA,NA,NA,NA
Keays 2019,#6667,Keays 2019,ACLD,hs isk con 60,ft lb,55,1,144,NA,NA,NA,NA,1,66,26,NA,NA,NA,67,23,NA,NA,NA,98,NA,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group A,quad isk con 60,lsi,44,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group A,hs isk con 60,lsi,44,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group A,quad isk con 180,lsi,44,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group A,hs isk con 180,lsi,44,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group A,quad mvic 90,lsi,44,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group B,quad isk con 60,lsi,42,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group B,hs isk con 60,lsi,42,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group B,quad isk con 180,lsi,42,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group B,hs isk con 180,lsi,42,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Kouloumentas 2019,#6813,Kouloumentas 2019,Group B,quad mvic 90,lsi,42,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,NA,NA,NA,NA
Krolikowska 2019,#6298,Krolikowska 2019,Group I,hs isk con 180,nm/kg,77,1,6.85,NA,NA,NA,NA,1,0.98,0.26,NA,NA,NA,1.13,0.26,NA,NA,NA,86.74,12.72,NA,NA,NA,NA
Krolikowska 2019,#6298,Krolikowska 2019,Group II,hs isk con 180,nm/kg,66,1,6.89,NA,NA,NA,NA,1,1.16,0.24,NA,NA,NA,1.18,0.24,NA,NA,NA,98.55,6.19,NA,NA,NA,NA
Krolikowska 2019,#6298,Krolikowska 2019,Healthy Control,hs isk con 180,nm/kg,98,1,6.85,NA,NA,NA,NA,1,1.09,0.24,NA,NA,NA,1.09,0.23,NA,NA,NA,100.41,8.99,NA,NA,NA,NA
Kuenze 2019a,#6268,Kuenze 2019a,Men,quad mvic 90,nm/kg,30,1,7.4,NA,NA,NA,NA,1,2.72,0.72,NA,NA,NA,3.15,0.52,NA,NA,NA,86,15.94,NA,NA,NA,NA
Kuenze 2019a,#6268,Kuenze 2019a,Women,quad mvic 90,nm/kg,32,1,6.9,NA,NA,NA,NA,1,2.01,0.5,NA,NA,NA,2.66,0.58,NA,NA,NA,77.22,18.68,NA,NA,NA,NA
Kuenze 2019b,#6265,Kuenze 2019b,BTB,quad mvic 90,nm/kg,190,1,12.3,NA,NA,NA,NA,1,2.01,0.83,NA,NA,NA,2.71,0.81,NA,NA,NA,78.34,21.63,NA,NA,NA,NA
Kuenze 2019b,#6265,Kuenze 2019b,HSA,quad mvic 90,nm/kg,117,1,13.8,NA,NA,NA,NA,1,2.17,0.84,NA,NA,NA,2.56,0.74,NA,NA,NA,84.91,21.22,NA,NA,NA,Combined from table
Kuenze 2019b,#6265,Kuenze 2019b,Male,quad mvic 90,nm/kg,145,1,12,NA,NA,NA,NA,1,2.2,0.88,NA,NA,NA,2.89,0.82,NA,NA,NA,75.84,21.78,NA,NA,NA,Combined from table
Kuenze 2019b,#6265,Kuenze 2019b,Female,quad mvic 90,nm/kg,162,1,13.7,NA,NA,NA,NA,1,1.97,0.78,NA,NA,NA,2.45,0.69,NA,NA,NA,81.55,26.49,NA,NA,NA,Combined from table
Kuenze 2019b,#6265,Kuenze 2019b,Less than 12 months,quad mvic 90,nm/kg,230,1,6.9,NA,NA,NA,NA,1,1.86,0.7,NA,NA,NA,2.57,0.73,NA,NA,NA,74.3,24.82,NA,NA,NA,Combined from table
Kuenze 2019b,#6265,Kuenze 2019b,More than 12 months,quad mvic 90,nm/kg,78,1,30.7,NA,NA,NA,NA,1,2.69,0.9,NA,NA,NA,2.93,0.87,NA,NA,NA,92.08,19.18,NA,NA,NA,Combined from table
Lee 2019,#6117,Lee 2019,S group,single hop,cm,60,1,37.5,NA,NA,NA,NA,1,147.2,20.5,NA,NA,NA,160.5,18.9,NA,NA,NA,91.5,10.4,NA,NA,NA,NA
Lee 2019,#6117,Lee 2019,S group,quad isk con 60,nm,60,1,37.5,NA,NA,NA,NA,1,189.1,43.6,NA,NA,NA,224.7,45.2,NA,NA,NA,83.8,7.7,NA,NA,NA,NA
Lee 2019,#6117,Lee 2019,S group,hs isk con 60,nm,60,1,37.5,NA,NA,NA,NA,1,102.3,25.3,NA,NA,NA,118.2,26.4,NA,NA,NA,87.6,6.8,NA,NA,NA,NA
Lee 2019,#6117,Lee 2019,S group,hs isk con 60 - deep,nm,60,1,37.5,NA,NA,NA,NA,1,75.5,23.9,NA,NA,NA,87.6,19.9,NA,NA,NA,86.6,8.9,NA,NA,NA,NA
Lee 2019,#6117,Lee 2019,D group,single hop,cm,60,1,36.8,NA,NA,NA,NA,1,143.8,23.7,NA,NA,NA,157.9,19.5,NA,NA,NA,89.8,11.2,NA,NA,NA,NA
Lee 2019,#6117,Lee 2019,D group,quad isk con 60,nm,60,1,36.8,NA,NA,NA,NA,1,183.5,46.9,NA,NA,NA,219.4,32.6,NA,NA,NA,81.9,9.4,NA,NA,NA,NA
Lee 2019,#6117,Lee 2019,D group,hs isk con 60,nm,60,1,36.8,NA,NA,NA,NA,1,95.2,22.4,NA,NA,NA,110.2,24.8,NA,NA,NA,85.7,10.7,NA,NA,NA,NA
Lee 2019,#6117,Lee 2019,D group,hs isk con 60 - deep,nm,60,1,36.8,NA,NA,NA,NA,1,60.1,18.3,NA,NA,NA,81.3,18.6,NA,NA,NA,75.8,13.4,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,IB,hs mvic 90,lsi,25,1,13.66,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.69,18.06,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,IB,single hop,lsi,25,1,13.66,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,11.05,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,IB,6m timed hop,lsi,25,1,13.66,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.01,12.05,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,IB,triple crossover hop,lsi,25,1,13.66,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.51,12.52,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,IB,side hop,lsi,25,1,13.66,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.36,14.97,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,AI,hs mvic 90,lsi,21,1,13.15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.67,17,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,AI,single hop,lsi,21,1,13.15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.73,20.14,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,AI,6m timed hop,lsi,21,1,13.15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2,13.63,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,AI,triple crossover hop,lsi,21,1,13.15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.93,14.01,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,AI,side hop,lsi,21,1,13.15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.26,19.39,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,Healthy Control,hs mvic 90,lsi,42,1,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.74,12.06,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,Healthy Control,single hop,lsi,42,1,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,5.07,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,Healthy Control,6m timed hop,lsi,42,1,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.84,9.28,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,Healthy Control,triple crossover hop,lsi,42,1,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.1,9.7,NA,NA,NA,NA
Leister 2019,#5881,Leister 2019,Healthy Control,side hop,lsi,42,1,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.17,13.66,NA,NA,NA,NA
Mariani 2019,#6033,Mariani 2019,Group 1,quad mvic 90,lsi,59,1,0.1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,17.6,NA,NA,NA,NA
Mariani 2019,#6033,Mariani 2019,Group 1,quad mvic 90,lsi,59,2,1.97,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.9,20.3,NA,NA,NA,NA
Mariani 2019,#6033,Mariani 2019,Group 1,quad mvic 90,lsi,59,3,2.96,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.6,18,NA,NA,NA,NA
Mariani 2019,#6033,Mariani 2019,Group 1,hs mvic 90,lsi,59,1,0.1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,18.2,NA,NA,NA,NA
Mariani 2019,#6033,Mariani 2019,Group 1,hs mvic 90,lsi,59,2,1.97,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9,14.6,NA,NA,NA,NA
Mariani 2019,#6033,Mariani 2019,Group 1,hs mvic 90,lsi,59,3,2.96,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,14.6,NA,NA,NA,NA
Miles 2019,#5333,Miles 2019,BPTB,quad isk con 60,nm/kg,22,1,9.4,NA,NA,NA,NA,1,219.95,68.48,NA,NA,NA,266.69,55.74,NA,NA,NA,82.25,16.24,NA,NA,NA,NA
Miles 2019,#5333,Miles 2019,BPTB,hs isk con 60,nm/kg,22,1,9.4,NA,NA,NA,NA,1,159.38,36.96,NA,NA,NA,159.12,37.31,NA,NA,NA,93.41,9.16,NA,NA,NA,NA
Miles 2019,#5333,Miles 2019,HT,quad isk con 60,nm/kg,22,1,9.1,NA,NA,NA,NA,1,251.95,46.1,NA,NA,NA,269.99,44.64,NA,NA,NA,100.84,12.04,NA,NA,NA,NA
Miles 2019,#5333,Miles 2019,HT,hs isk con 60,nm/kg,22,1,9.1,NA,NA,NA,NA,1,144.75,23.96,NA,NA,NA,165.78,31.87,NA,NA,NA,88.62,12.07,NA,NA,NA,NA
Miles 2019,#5333,Miles 2019,Healthy Control,quad isk con 60,nm/kg,22,1,9,NA,NA,NA,NA,1,272.53,28.4,NA,NA,NA,267.42,38.48,NA,NA,NA,NA,NA,NA,NA,NA,No lsi for control provided
Miles 2019,#5333,Miles 2019,Healthy Control,hs isk con 60,nm/kg,22,1,9,NA,NA,NA,NA,1,172.43,27.9,NA,NA,NA,163.63,23,NA,NA,NA,NA,NA,NA,NA,NA,No lsi for control provided
Murray 2019b,#5046,Murray 2019b,Group 1,quad mvic 90,lsi,62,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9,15.7,NA,NA,NA,NA
Murray 2019b,#5046,Murray 2019b,Group 1,hs mvic 90,lsi,62,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,13.5,NA,NA,NA,NA
Norte 2019a,#4761,Norte 2019a,ACLR,quad isk con 90,nm/kg,72,1,46.5,NA,NA,NA,58,1,1.7,0.5,NA,NA,NA,2.1,0.5,NA,NA,NA,82,19,NA,NA,NA,NA
Norte 2019a,#4761,Norte 2019a,ACLR,quad isk con 180,nm/kg,72,1,46.5,NA,NA,NA,58,1,1.3,0.4,NA,NA,NA,1.6,0.4,NA,NA,NA,83,16,NA,NA,NA,NA
Norte 2019a,#4761,Norte 2019a,ACLR,quad mvic 90,nm/kg,72,1,46.5,NA,NA,NA,58,1,2,0.6,NA,NA,NA,2.4,0.7,NA,NA,NA,85,20,NA,NA,NA,NA
Norte 2019a,#4761,Norte 2019a,Healthy Control,quad isk con 90,nm/kg,30,1,46.5,NA,NA,NA,58,1,2.2,0.4,NA,NA,NA,2.2,0.6,NA,NA,NA,129,16,NA,NA,NA,NA
Norte 2019a,#4761,Norte 2019a,Healthy Control,quad isk con 180,nm/kg,30,1,46.5,NA,NA,NA,58,1,1.7,0.3,NA,NA,NA,1.7,0.3,NA,NA,NA,101,15,NA,NA,NA,NA
Norte 2019a,#4761,Norte 2019a,Healthy Control,quad mvic 90,nm/kg,30,1,46.5,NA,NA,NA,58,1,2.8,0.6,NA,NA,NA,2.7,0.6,NA,NA,NA,104,14,NA,NA,NA,NA
Norte 2019b,#4759,Norte 2019b,High Physical Activity,quad isk con 90,nm/kg,39,1,6.1,NA,NA,NA,NA,1,1.63,0.45,NA,NA,NA,NA,NA,NA,NA,NA,68.1,15.6,NA,NA,NA,NA
Norte 2019b,#4759,Norte 2019b,High Physical Activity,quad mvic 90,nm/kg,39,1,6.1,NA,NA,NA,NA,1,1.64,0.59,NA,NA,NA,NA,NA,NA,NA,NA,68.6,21.6,NA,NA,NA,NA
